Date,Item,Category,Quantity,Unit Price,Revenue
2026-07-21,Chef's Special,,1,10.00,10.00
2026-07-22,Margherita Pizza,Mains,17,9.50,161.50
2026-07-22,Pepperoni Pizza,Mains,15,11.00,165.00
2026-07-22,Lasagne,Mains,7,12.50,87.50
2026-07-22,Grilled Chicken,Mains,7,13.00,91.00
2026-07-22,Garlic Bread,Sides,12,4.00,48.00
2026-07-22,House Fries,Sides,17,3.00,51.00
2026-07-22,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-22,Beetroot & Feta Salad,Sides,1,8.50,8.50
2026-07-22,Still Water,Drinks,7,2.00,14.00
2026-07-22,Soft Drink,Drinks,11,2.50,27.50
2026-07-22,House Wine (glass),Drinks,7,6.00,42.00
2026-07-22,Tiramisu,Desserts,5,6.50,32.50
2026-07-22,Gelato,Desserts,4,4.50,18.00
2026-07-22,Chef's Special,,1,10.00,10.00
2026-07-23,Margherita Pizza,Mains,18,9.50,171.00
2026-07-23,Pepperoni Pizza,Mains,15,11.00,165.00
2026-07-23,Lasagne,Mains,9,12.50,112.50
2026-07-23,Grilled Chicken,Mains,6,13.00,78.00
2026-07-23,Garlic Bread,Sides,12,4.00,48.00
2026-07-23,House Fries,Sides,18,3.00,54.00
2026-07-23,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-23,Beetroot & Feta Salad,Sides,1,8.50,8.50
2026-07-23,Still Water,Drinks,9,2.00,18.00
2026-07-23,Soft Drink,Drinks,13,2.50,32.50
2026-07-23,House Wine (glass),Drinks,9,6.00,54.00
2026-07-23,Tiramisu,Desserts,5,6.50,32.50
2026-07-23,Gelato,Desserts,4,4.50,18.00
2026-07-23,Chef's Special,,1,10.00,10.00
2026-07-24,Margherita Pizza,Mains,22,9.50,209.00
2026-07-24,Pepperoni Pizza,Mains,21,11.00,231.00
2026-07-24,Lasagne,Mains,12,12.50,150.00
2026-07-24,Grilled Chicken,Mains,10,13.00,130.00
2026-07-24,Garlic Bread,Sides,16,4.00,64.00
2026-07-24,House Fries,Sides,25,3.00,75.00
2026-07-24,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-07-24,Beetroot & Feta Salad,Sides,1,8.50,8.50
2026-07-24,Still Water,Drinks,11,2.00,22.00
2026-07-24,Soft Drink,Drinks,19,2.50,47.50
2026-07-24,House Wine (glass),Drinks,10,5.50,55.00
2026-07-24,Tiramisu,Desserts,7,6.50,45.50
2026-07-24,Gelato,Desserts,6,4.50,27.00
2026-07-24,Chef's Special,,1,10.00,10.00
2026-07-25,Margherita Pizza,Mains,31,9.50,294.50
2026-07-25,Pepperoni Pizza,Mains,19,11.00,209.00
2026-07-25,Lasagne,Mains,13,12.50,162.50
2026-07-25,Grilled Chicken,Mains,10,13.00,130.00
2026-07-25,Lunch Slice,Mains,8,5.50,44.00
2026-07-25,Garlic Bread,Sides,17,4.00,68.00
2026-07-25,House Fries,Sides,24,3.00,72.00
2026-07-25,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-07-25,Still Water,Drinks,10,2.00,20.00
2026-07-25,Soft Drink,Drinks,18,2.50,45.00
2026-07-25,House Wine (glass),Drinks,11,6.00,66.00
2026-07-25,Tiramisu,Desserts,6,6.50,39.00
2026-07-25,Gelato,Desserts,5,4.50,22.50
2026-07-25,Chef's Special,,1,10.00,10.00
2026-07-26,Margherita Pizza,Mains,22,9.50,209.00
2026-07-26,Pepperoni Pizza,Mains,15,11.00,165.00
2026-07-26,Lasagne,Mains,10,12.50,125.00
2026-07-26,Grilled Chicken,Mains,6,13.00,78.00
2026-07-26,Lunch Slice,Mains,6,5.50,33.00
2026-07-26,Garlic Bread,Sides,13,4.00,52.00
2026-07-26,House Fries,Sides,19,3.00,57.00
2026-07-26,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-26,Still Water,Drinks,7,2.00,14.00
2026-07-26,Soft Drink,Drinks,13,2.50,32.50
2026-07-26,House Wine (glass),Drinks,8,6.00,48.00
2026-07-26,Tiramisu,Desserts,5,6.50,32.50
2026-07-26,Gelato,Desserts,4,4.50,18.00
2026-07-26,Chef's Special,,1,10.00,10.00
2026-07-27,Margherita Pizza,Mains,21,9.50,199.50
2026-07-27,Pepperoni Pizza,Mains,13,11.00,143.00
2026-07-27,Lasagne,Mains,9,12.50,112.50
2026-07-27,Grilled Chicken,Mains,6,13.00,78.00
2026-07-27,Lunch Slice,Mains,5,5.50,27.50
2026-07-27,Garlic Bread,Sides,11,4.00,44.00
2026-07-27,House Fries,Sides,17,3.00,51.00
2026-07-27,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-27,Still Water,Drinks,7,2.00,14.00
2026-07-27,Soft Drink,Drinks,11,2.50,27.50
2026-07-27,House Wine (glass),Drinks,7,6.00,42.00
2026-07-27,Tiramisu,Desserts,4,6.50,26.00
2026-07-27,Gelato,Desserts,4,4.50,18.00
2026-07-27,Chef's Special,,1,10.00,10.00
2026-07-29,Margherita Pizza,Mains,24,9.50,228.00
2026-07-29,Pepperoni Pizza,Mains,15,11.00,165.00
2026-07-29,Lasagne,Mains,8,12.50,100.00
2026-07-29,Grilled Chicken,Mains,7,13.00,91.00
2026-07-29,Lunch Slice,Mains,6,5.50,33.00
2026-07-29,Garlic Bread,Sides,11,4.00,44.00
2026-07-29,House Fries,Sides,19,3.00,57.00
2026-07-29,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-29,Still Water,Drinks,7,2.00,14.00
2026-07-29,Soft Drink,Drinks,13,2.50,32.50
2026-07-29,House Wine (glass),Drinks,7,6.00,42.00
2026-07-29,Tiramisu,Desserts,5,6.50,32.50
2026-07-29,Gelato,Desserts,4,4.50,18.00
2026-07-29,Chef's Special,,1,10.00,10.00
2026-07-30,Margherita Pizza,Mains,27,9.50,256.50
2026-07-30,Pepperoni Pizza,Mains,16,11.00,176.00
2026-07-30,Lasagne,Mains,10,12.50,125.00
2026-07-30,Grilled Chicken,Mains,7,13.00,91.00
2026-07-30,Lunch Slice,Mains,6,5.50,33.00
2026-07-30,Garlic Bread,Sides,12,4.00,48.00
2026-07-30,House Fries,Sides,19,3.00,57.00
2026-07-30,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-07-30,Still Water,Drinks,7,2.00,14.00
2026-07-30,Soft Drink,Drinks,14,2.50,35.00
2026-07-30,House Wine (glass),Drinks,8,6.00,48.00
2026-07-30,Tiramisu,Desserts,5,6.50,32.50
2026-07-30,Gelato,Desserts,4,4.50,18.00
2026-07-30,Chef's Special,,1,10.00,10.00
2026-07-31,Margherita Pizza,Mains,33,9.50,313.50
2026-07-31,Pepperoni Pizza,Mains,21,11.00,231.00
2026-07-31,Lasagne,Mains,12,12.50,150.00
2026-07-31,Grilled Chicken,Mains,10,13.00,130.00
2026-07-31,Lunch Slice,Mains,9,5.50,49.50
2026-07-31,Garlic Bread,Sides,17,4.00,68.00
2026-07-31,House Fries,Sides,26,3.00,78.00
2026-07-31,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-07-31,Still Water,Drinks,10,2.00,20.00
2026-07-31,Soft Drink,Drinks,19,2.50,47.50
2026-07-31,House Wine (glass),Drinks,10,5.50,55.00
2026-07-31,Tiramisu,Desserts,7,6.50,45.50
2026-07-31,Gelato,Desserts,5,4.50,22.50
2026-07-31,Chef's Special,,1,10.00,10.00
2026-08-01,Margherita Pizza,Mains,36,9.50,342.00
2026-08-01,Pepperoni Pizza,Mains,19,11.00,209.00
2026-08-01,Lasagne,Mains,12,12.50,150.00
2026-08-01,Grilled Chicken,Mains,10,13.00,130.00
2026-08-01,Lunch Slice,Mains,8,5.50,44.00
2026-08-01,Garlic Bread,Sides,16,4.00,64.00
2026-08-01,House Fries,Sides,26,3.00,78.00
2026-08-01,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-08-01,Still Water,Drinks,11,2.00,22.00
2026-08-01,Soft Drink,Drinks,18,2.50,45.00
2026-08-01,House Wine (glass),Drinks,12,6.00,72.00
2026-08-01,Tiramisu,Desserts,7,6.50,45.50
2026-08-01,Gelato,Desserts,6,4.50,27.00
2026-08-01,Chef's Special,,1,10.00,10.00
2026-08-02,Margherita Pizza,Mains,26,9.50,247.00
2026-08-02,Pepperoni Pizza,Mains,14,11.00,154.00
2026-08-02,Lasagne,Mains,9,12.50,112.50
2026-08-02,Grilled Chicken,Mains,7,13.00,91.00
2026-08-02,Lunch Slice,Mains,6,5.50,33.00
2026-08-02,Garlic Bread,Sides,12,4.00,48.00
2026-08-02,House Fries,Sides,19,3.00,57.00
2026-08-02,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-08-02,Still Water,Drinks,8,2.00,16.00
2026-08-02,Soft Drink,Drinks,13,2.50,32.50
2026-08-02,House Wine (glass),Drinks,8,6.00,48.00
2026-08-02,Tiramisu,Desserts,5,6.50,32.50
2026-08-02,Gelato,Desserts,4,4.50,18.00
2026-08-02,Chef's Special,,1,10.00,10.00
2026-08-04,Margherita Pizza,Mains,22,8.55,188.10
2026-08-04,Pepperoni Pizza,Mains,12,11.00,132.00
2026-08-04,Lasagne,Mains,8,12.50,100.00
2026-08-04,Grilled Chicken,Mains,6,13.00,78.00
2026-08-04,Lunch Slice,Mains,5,5.50,27.50
2026-08-04,Garlic Bread,Sides,10,4.00,40.00
2026-08-04,House Fries,Sides,17,3.00,51.00
2026-08-04,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-08-04,Still Water,Drinks,7,2.00,14.00
2026-08-04,Soft Drink,Drinks,12,2.50,30.00
2026-08-04,House Wine (glass),Drinks,7,6.00,42.00
2026-08-04,Tiramisu,Desserts,4,6.50,26.00
2026-08-04,Gelato,Desserts,3,4.50,13.50
2026-08-04,Chef's Special,,1,10.00,10.00
2026-08-05,Margherita Pizza,Mains,24,9.50,228.00
2026-08-05,Pepperoni Pizza,Mains,14,11.00,154.00
2026-08-05,Lasagne,Mains,10,12.50,125.00
2026-08-05,Grilled Chicken,Mains,7,13.00,91.00
2026-08-05,Lunch Slice,Mains,6,5.50,33.00
2026-08-05,Garlic Bread,Sides,12,4.00,48.00
2026-08-05,House Fries,Sides,19,3.00,57.00
2026-08-05,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-08-05,Still Water,Drinks,8,2.00,16.00
2026-08-05,Soft Drink,Drinks,13,2.50,32.50
2026-08-05,House Wine (glass),Drinks,8,6.00,48.00
2026-08-05,Tiramisu,Desserts,5,6.50,32.50
2026-08-05,Gelato,Desserts,3,4.50,13.50
2026-08-05,Chef's Special,,1,10.00,10.00
2026-08-06,Margherita Pizza,Mains,26,9.50,247.00
2026-08-06,Pepperoni Pizza,Mains,16,11.00,176.00
2026-08-06,Lasagne,Mains,9,12.50,112.50
2026-08-06,Grilled Chicken,Mains,7,13.00,91.00
2026-08-06,Lunch Slice,Mains,6,5.50,33.00
2026-08-06,Garlic Bread,Sides,13,4.00,52.00
2026-08-06,House Fries,Sides,20,3.00,60.00
2026-08-06,"Olive, Herb & Feta Flatbread",Sides,1,7.50,7.50
2026-08-06,Still Water,Drinks,8,2.00,16.00
2026-08-06,Soft Drink,Drinks,12,2.50,30.00
2026-08-06,House Wine (glass),Drinks,8,6.00,48.00
2026-08-06,Tiramisu,Desserts,5,6.50,32.50
2026-08-06,Gelato,Desserts,4,4.50,18.00
2026-08-06,Chef's Special,,1,10.00,10.00
2026-08-07,Margherita Pizza,Mains,32,9.50,304.00
2026-08-07,Pepperoni Pizza,Mains,20,11.00,220.00
2026-08-07,Lasagne,Mains,13,12.50,162.50
2026-08-07,Grilled Chicken,Mains,9,13.00,117.00
2026-08-07,Lunch Slice,Mains,9,5.50,49.50
2026-08-07,Garlic Bread,Sides,16,4.00,64.00
2026-08-07,House Fries,Sides,26,3.00,78.00
2026-08-07,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-08-07,Still Water,Drinks,12,2.00,24.00
2026-08-07,Soft Drink,Drinks,19,2.50,47.50
2026-08-07,House Wine (glass),Drinks,12,5.50,66.00
2026-08-07,Tiramisu,Desserts,6,6.50,39.00
2026-08-07,Gelato,Desserts,6,4.50,27.00
2026-08-07,Chef's Special,,1,10.00,10.00
2026-08-08,Margherita Pizza,Mains,35,9.50,332.50
2026-08-08,Pepperoni Pizza,Mains,21,11.00,231.00
2026-08-08,Lasagne,Mains,14,12.50,175.00
2026-08-08,Grilled Chicken,Mains,10,13.00,130.00
2026-08-08,Lunch Slice,Mains,8,5.50,44.00
2026-08-08,Garlic Bread,Sides,16,4.00,64.00
2026-08-08,House Fries,Sides,27,3.00,81.00
2026-08-08,"Olive, Herb & Feta Flatbread",Sides,2,7.50,15.00
2026-08-08,Still Water,Drinks,11,2.00,22.00
2026-08-08,Soft Drink,Drinks,19,2.50,47.50
2026-08-08,House Wine (glass),Drinks,10,6.00,60.00
2026-08-08,Tiramisu,Desserts,7,6.50,45.50
2026-08-08,Gelato,Desserts,5,4.50,22.50
2026-08-08,Chef's Special,,1,10.00,10.00
